"","Subject","task","folder","trialtype","ACC.ser","ACC.item","ACC.possible","ACC.blank","ACC.seqerr","ACC.transdist","ACC.transerr","ACC.pli","ACC.order"
"250","63","R.pool30","E9poolb","S",0.981481481481482,0.981481481481482,1,0.0185185185185185,0,NA,NA,0,1
"251","64","Ospan.scram.noVer","E10oscram","D",0.5,0.537037037037037,1,0.407407407407407,0.037037037037037,NA,NA,0.037037037037037,0.931034482758621
"252","64","Ospan.scram.noVer","E10oscram","S",0.666666666666667,0.740740740740741,1,0.240740740740741,0.0740740740740741,NA,NA,0,0.9
"253","64","spOspan.noVer","E7","D",0.518518518518518,0.62962962962963,1,0.314814814814815,0.111111111111111,NA,NA,0,0.823529411764706
"254","64","spOspan.noVer","E7","S",0.666666666666667,0.833333333333333,1,0.166666666666667,0.166666666666667,NA,NA,0,0.8
"255","65","Ospan.scram.noVer","E10oscram","D",0.592592592592593,0.851851851851852,1,0.148148148148148,0.259259259259259,NA,NA,0,0.695652173913043
"256","65","Ospan.scram.noVer","E10oscram","S",0.722222222222222,0.87037037037037,1,0.111111111111111,0.148148148148148,NA,NA,0,0.829787234042553
"257","66","Ospan.scram.noVer","E10oscram","D",0.814814814814815,0.888888888888889,1,0.0555555555555556,0.0740740740740741,NA,NA,0.037037037037037,0.916666666666667
"258","66","Ospan.scram.noVer","E10oscram","S",0.703703703703704,0.851851851851852,1,0.12962962962963,0.148148148148148,NA,NA,0,0.826086956521739
"259","66","R.scramb","E7","D",0.462962962962963,0.648148148148148,1,0.277777777777778,0.185185185185185,NA,NA,0.0185185185185185,0.714285714285714
"260","66","R.scramb","E7","S",0.777777777777778,0.833333333333333,1,0.12962962962963,0.0555555555555556,NA,NA,0,0.933333333333333
"261","67","Ospan.scram.noVer","E10oscram","D",0.796296296296296,0.796296296296296,1,0.203703703703704,0,NA,NA,0,1
"262","67","Ospan.scram.noVer","E10oscram","S",0.574074074074074,0.666666666666667,1,0.314814814814815,0.0925925925925926,NA,NA,0,0.861111111111111
"263","67","R.scramb","E7","D",0.444444444444444,0.592592592592593,1,0.388888888888889,0.148148148148148,NA,NA,0.0185185185185185,0.75
"264","67","R.scramb","E7","S",0.796296296296296,0.87037037037037,1,0.12962962962963,0.0740740740740741,NA,NA,0,0.914893617021277
"265","68","Ospan.scram.noVer","E10oscram","D",0.740740740740741,0.796296296296296,1,0.185185185185185,0.0555555555555556,NA,NA,0,0.930232558139535
"266","68","Ospan.scram.noVer","E10oscram","S",0.648148148148148,0.759259259259259,1,0.12962962962963,0.111111111111111,NA,NA,0,0.853658536585366
"267","68","R.scramb","E7","D",0.407407407407407,0.666666666666667,1,0.296296296296296,0.259259259259259,NA,NA,0,0.611111111111111
"268","68","R.scramb","E7","S",0.388888888888889,0.703703703703704,1,0.277777777777778,0.314814814814815,NA,NA,0,0.552631578947368
"269","69","Ospan.scram.noVer","E10oscram","D",0.444444444444444,0.592592592592593,1,0.462962962962963,0.148148148148148,NA,NA,0,0.75
"270","69","Ospan.scram.noVer","E10oscram","S",0.481481481481481,0.62962962962963,1,0.388888888888889,0.148148148148148,NA,NA,0,0.764705882352941
"271","69","spOspan.noVer","E7","D",0.574074074074074,0.648148148148148,1,0.351851851851852,0.0740740740740741,NA,NA,0,0.885714285714286
"272","69","spOspan.noVer","E7","S",0.37037037037037,0.611111111111111,1,0.333333333333333,0.240740740740741,NA,NA,0,0.606060606060606
"273","70","Ospan.scram.noVer","E10oscram","D",0.611111111111111,0.703703703703704,1,0.296296296296296,0.0925925925925926,NA,NA,0,0.868421052631579
"274","70","Ospan.scram.noVer","E10oscram","S",0.444444444444444,0.685185185185185,1,0.314814814814815,0.240740740740741,NA,NA,0,0.648648648648649
"275","70","R.scramb","E7","D",0.277777777777778,0.481481481481481,1,0.37037037037037,0.203703703703704,NA,NA,0.0185185185185185,0.576923076923077
"276","70","R.scramb","E7","S",0.407407407407407,0.666666666666667,1,0.259259259259259,0.259259259259259,NA,NA,0,0.611111111111111
"277","71","Ospan.scram.noVer","E10oscram","D",0.666666666666667,0.759259259259259,1,0.259259259259259,0.0925925925925926,NA,NA,0,0.878048780487805
"278","71","Ospan.scram.noVer","E10oscram","S",0.62962962962963,0.814814814814815,1,0.166666666666667,0.185185185185185,NA,NA,0,0.772727272727273
"279","71","spOspan.noVer","E7","D",0.666666666666667,0.851851851851852,1,0.12962962962963,0.185185185185185,NA,NA,0,0.782608695652174
"280","71","spOspan.noVer","E7","S",0.703703703703704,0.814814814814815,1,0.148148148148148,0.111111111111111,NA,NA,0,0.863636363636364
"281","72","Ospan.scram.noVer","E10oscram","D",0.574074074074074,0.814814814814815,1,0.185185185185185,0.240740740740741,NA,NA,0,0.704545454545455
"282","72","Ospan.scram.noVer","E10oscram","S",0.722222222222222,0.759259259259259,1,0.240740740740741,0.037037037037037,NA,NA,0,0.951219512195122
"283","72","R.scramb","E7","D",0.425925925925926,0.518518518518518,1,0.462962962962963,0.0925925925925926,NA,NA,0.0185185185185185,0.821428571428572
"284","72","R.scramb","E7","S",0.592592592592593,0.759259259259259,1,0.222222222222222,0.166666666666667,NA,NA,0,0.780487804878049
"285","73","Ospan.scram.noVer","E10oscram","D",0.62962962962963,0.814814814814815,1,0.185185185185185,0.185185185185185,NA,NA,0,0.772727272727273
"286","73","Ospan.scram.noVer","E10oscram","S",0.703703703703704,0.87037037037037,1,0.111111111111111,0.166666666666667,NA,NA,0,0.808510638297872
"287","77","Rspan.names.short","E11names","D",0.833333333333333,0.851851851851852,1,0.166666666666667,0.0185185185185185,NA,NA,0,0.978260869565217
"288","77","Rspan.names.short","E11names","S",0.796296296296296,0.851851851851852,1,0.12962962962963,0.0555555555555556,NA,NA,0.0185185185185185,0.934782608695652
"289","78","Rspan.names.short","E11names","D",0.796296296296296,0.87037037037037,1,0.12962962962963,0.0740740740740741,NA,NA,0,0.914893617021277
"290","78","Rspan.names.short","E11names","S",0.759259259259259,0.888888888888889,1,0.0925925925925926,0.12962962962963,NA,NA,0,0.854166666666667
"291","79","Rspan.names.short","E11names","D",0.462962962962963,0.574074074074074,1,0.388888888888889,0.111111111111111,NA,NA,0.0185185185185185,0.806451612903226
"292","79","Rspan.names.short","E11names","S",0.388888888888889,0.703703703703704,1,0.314814814814815,0.314814814814815,NA,NA,0,0.552631578947368
"293","80","Rspan.names.long","E11names","D",0.407407407407407,0.574074074074074,1,0.444444444444444,0.166666666666667,NA,NA,0.0185185185185185,0.709677419354839
"294","80","Rspan.names.long","E11names","S",0.388888888888889,0.611111111111111,1,0.444444444444444,0.222222222222222,NA,NA,0,0.636363636363636
"295","81","Rspan.names.long","E11names","D",0.777777777777778,0.814814814814815,1,0.148148148148148,0.037037037037037,NA,NA,0.0185185185185185,0.954545454545455
"296","81","Rspan.names.long","E11names","S",0.703703703703704,0.814814814814815,1,0.185185185185185,0.111111111111111,NA,NA,0,0.863636363636364
"297","82","Rspan.names.long","E11names","D",0.833333333333333,0.888888888888889,1,0.111111111111111,0.0555555555555556,NA,NA,0,0.9375
"298","82","Rspan.names.long","E11names","S",0.833333333333333,0.851851851851852,1,0.148148148148148,0.0185185185185185,NA,NA,0,0.978260869565217
"299","84","Rspan.names.short","E11names","D",0.740740740740741,0.87037037037037,1,0.111111111111111,0.12962962962963,NA,NA,0,0.851063829787234
"300","84","Rspan.names.short","E11names","S",0.759259259259259,0.814814814814815,1,0.12962962962963,0.0555555555555556,NA,NA,0,0.931818181818182
"301","85","Rspan.names.short","E11names","D",0.703703703703704,0.796296296296296,1,0.166666666666667,0.0925925925925926,NA,NA,0,0.883720930232558
"302","85","Rspan.names.short","E11names","S",0.759259259259259,0.851851851851852,1,0.111111111111111,0.0925925925925926,NA,NA,0,0.891304347826087
"303","85","spOspan.noVer","E7","D",0.722222222222222,0.796296296296296,1,0.166666666666667,0.0740740740740741,NA,NA,0,0.906976744186047
"304","85","spOspan.noVer","E7","S",0.666666666666667,0.851851851851852,1,0.111111111111111,0.185185185185185,NA,NA,0,0.782608695652174
"305","86","R.scramb","E7","D",0.296296296296296,0.425925925925926,1,0.481481481481481,0.12962962962963,NA,NA,0.037037037037037,0.695652173913043
"306","86","R.scramb","E7","S",0.296296296296296,0.537037037037037,1,0.444444444444444,0.240740740740741,NA,NA,0.0185185185185185,0.551724137931034
"307","86","Rspan.names.short","E11names","D",0.925925925925926,0.962962962962963,1,0.037037037037037,0.037037037037037,NA,NA,0,0.961538461538462
"308","86","Rspan.names.short","E11names","S",0.962962962962963,0.962962962962963,1,0.037037037037037,0,NA,NA,0,1
"309","87","Rspan.names.long","E11names","D",0.814814814814815,0.925925925925926,1,0.0555555555555556,0.111111111111111,NA,NA,0,0.88
"310","87","Rspan.names.long","E11names","S",0.944444444444444,0.962962962962963,1,0.0185185185185185,0.0185185185185185,NA,NA,0,0.980769230769231
"311","87","spOspan.noVer","E7","D",0.759259259259259,0.851851851851852,1,0.148148148148148,0.0925925925925926,NA,NA,0,0.891304347826087
"312","87","spOspan.noVer","E7","S",0.722222222222222,0.740740740740741,1,0.185185185185185,0.0185185185185185,NA,NA,0,0.975
"313","88","R.scramb","E7","D",0.277777777777778,0.314814814814815,1,0.685185185185185,0.037037037037037,NA,NA,0,0.882352941176471
"314","88","R.scramb","E7","S",0.462962962962963,0.592592592592593,1,0.407407407407407,0.12962962962963,NA,NA,0,0.78125
"315","88","Rspan.names.short","E11names","D",0.648148148148148,0.851851851851852,1,0.0925925925925926,0.203703703703704,NA,NA,0.0185185185185185,0.760869565217391
"316","88","Rspan.names.short","E11names","S",0.537037037037037,0.759259259259259,1,0.185185185185185,0.222222222222222,NA,NA,0,0.707317073170732
"317","89","Rspan.names.long","E11names","D",0.5,0.574074074074074,1,0.407407407407407,0.0740740740740741,NA,NA,0.0185185185185185,0.870967741935484
"318","89","Rspan.names.long","E11names","S",0.37037037037037,0.666666666666667,1,0.277777777777778,0.296296296296296,NA,NA,0,0.555555555555556
"319","90","Rspan.names.long","E11names","D",0.87037037037037,0.907407407407407,1,0.0925925925925926,0.037037037037037,NA,NA,0,0.959183673469388
"320","90","Rspan.names.long","E11names","S",0.888888888888889,0.925925925925926,1,0.0740740740740741,0.037037037037037,NA,NA,0,0.96
"321","91","Rspan.names.long","E11names","D",0.925925925925926,0.962962962962963,1,0.0555555555555556,0.037037037037037,NA,NA,0,0.961538461538462
"322","91","Rspan.names.long","E11names","S",0.796296296296296,0.907407407407407,1,0.0925925925925926,0.111111111111111,NA,NA,0,0.877551020408163
"323","91","spOspan.noVer","E7","D",0.833333333333333,0.87037037037037,1,0.12962962962963,0.037037037037037,NA,NA,0,0.957446808510638
"324","91","spOspan.noVer","E7","S",0.5,0.703703703703704,1,0.259259259259259,0.203703703703704,NA,NA,0,0.710526315789474
"325","92","R.scramb","E7","D",0.703703703703704,0.777777777777778,1,0.185185185185185,0.0740740740740741,NA,NA,0.0185185185185185,0.904761904761905
"326","92","R.scramb","E7","S",0.944444444444444,0.944444444444444,1,0.0555555555555556,0,NA,NA,0,1
"327","92","Rspan.names.long","E11names","D",1,1,1,0,0,0,0,0,1
"328","92","Rspan.names.long","E11names","S",0.981481481481482,0.981481481481482,1,0.0185185185185185,0,NA,NA,0,1
"329","93","Rspan.names.long","E11names","D",0.425925925925926,0.703703703703704,1,0.259259259259259,0.277777777777778,NA,NA,0,0.605263157894737
"330","93","Rspan.names.long","E11names","S",0.462962962962963,0.722222222222222,1,0.277777777777778,0.259259259259259,NA,NA,0,0.641025641025641
"331","93","spOspan.noVer","E7","D",0.833333333333333,0.907407407407407,1,0.0925925925925926,0.0740740740740741,NA,NA,0,0.918367346938776
"332","93","spOspan.noVer","E7","S",0.944444444444444,0.981481481481482,1,0.0185185185185185,0.037037037037037,NA,NA,0,0.962264150943396
"333","94","R.scramb","E7","D",0.425925925925926,0.555555555555556,1,0.388888888888889,0.12962962962963,NA,NA,0.037037037037037,0.766666666666667
"334","94","R.scramb","E7","S",0.444444444444444,0.722222222222222,1,0.185185185185185,0.277777777777778,NA,NA,0,0.615384615384615
"335","94","Rspan.names.short","E11names","D",0.925925925925926,0.962962962962963,1,0.037037037037037,0.037037037037037,NA,NA,0,0.961538461538462
"336","94","Rspan.names.short","E11names","S",0.740740740740741,0.907407407407407,1,0.0925925925925926,0.166666666666667,NA,NA,0,0.816326530612245
"337","96","R.scramb","E7","D",0.703703703703704,0.722222222222222,1,0.222222222222222,0.0185185185185185,NA,NA,0.037037037037037,0.974358974358974
"338","96","R.scramb","E7","S",0.685185185185185,0.796296296296296,1,0.166666666666667,0.111111111111111,NA,NA,0,0.86046511627907
"339","96","Rspan.names.long","E11names","D",0.574074074074074,0.796296296296296,1,0.203703703703704,0.222222222222222,NA,NA,0,0.72093023255814
"340","96","Rspan.names.long","E11names","S",0.740740740740741,0.87037037037037,1,0.12962962962963,0.12962962962963,NA,NA,0,0.851063829787234
"341","97","R.scramb","E7","D",0.314814814814815,0.481481481481481,1,0.444444444444444,0.166666666666667,NA,NA,0.037037037037037,0.653846153846154
"342","97","R.scramb","E7","S",0.37037037037037,0.62962962962963,1,0.37037037037037,0.259259259259259,NA,NA,0,0.588235294117647
"343","97","Rspan.names.short","E11names","D",0.555555555555556,0.722222222222222,1,0.259259259259259,0.166666666666667,NA,NA,0,0.769230769230769
"344","97","Rspan.names.short","E11names","S",0.685185185185185,0.759259259259259,1,0.203703703703704,0.0740740740740741,NA,NA,0,0.902439024390244
"345","98","Rspan.names.long","E11names","D",0.62962962962963,0.759259259259259,1,0.240740740740741,0.12962962962963,NA,NA,0,0.829268292682927
"346","98","Rspan.names.long","E11names","S",0.592592592592593,0.814814814814815,1,0.111111111111111,0.222222222222222,NA,NA,0,0.727272727272727
"347","99","Rspan.names.short","E11names","D",0.574074074074074,0.703703703703704,1,0.240740740740741,0.12962962962963,NA,NA,0.0185185185185185,0.815789473684211
"348","99","Rspan.names.short","E11names","S",0.518518518518518,0.666666666666667,1,0.277777777777778,0.148148148148148,NA,NA,0,0.777777777777778
"349","100","Rspan.names.long","E11names","D",0.5,0.685185185185185,1,0.314814814814815,0.185185185185185,NA,NA,0,0.72972972972973
"350","100","Rspan.names.long","E11names","S",0.648148148148148,0.703703703703704,1,0.277777777777778,0.0555555555555556,NA,NA,0,0.921052631578947
"351","101","Rspan.names.long","E11names","D",0.648148148148148,0.740740740740741,1,0.222222222222222,0.0925925925925926,NA,NA,0.0185185185185185,0.875
"352","101","Rspan.names.long","E11names","S",0.740740740740741,0.833333333333333,1,0.148148148148148,0.0925925925925926,NA,NA,0,0.888888888888889
"353","102","Rspan.names.long","E11names","D",0.555555555555556,0.62962962962963,1,0.351851851851852,0.0740740740740741,NA,NA,0.0185185185185185,0.882352941176471
"354","102","Rspan.names.long","E11names","S",0.666666666666667,0.777777777777778,1,0.222222222222222,0.111111111111111,NA,NA,0,0.857142857142857
"355","103","Rspan.names.short","E11names","D",0.685185185185185,0.87037037037037,1,0.111111111111111,0.185185185185185,NA,NA,0,0.787234042553192
"356","103","Rspan.names.short","E11names","S",0.62962962962963,0.87037037037037,1,0.12962962962963,0.240740740740741,NA,NA,0,0.723404255319149
"357","104","Rspan.names.long","E11names","D",0.611111111111111,0.703703703703704,1,0.296296296296296,0.0925925925925926,NA,NA,0,0.868421052631579
"358","104","Rspan.names.long","E11names","S",0.796296296296296,0.87037037037037,1,0.12962962962963,0.0740740740740741,NA,NA,0,0.914893617021277
"359","105","Rspan.names.long","E11names","D",0.796296296296296,0.814814814814815,1,0.148148148148148,0.0185185185185185,NA,NA,0.0185185185185185,0.977272727272727
"360","105","Rspan.names.long","E11names","S",0.87037037037037,0.925925925925926,1,0.0925925925925926,0.0555555555555556,NA,NA,0,0.94
"361","105","spOspan.noVer","E7","D",0.62962962962963,0.759259259259259,1,0.185185185185185,0.12962962962963,NA,NA,0.0555555555555556,0.829268292682927
"362","105","spOspan.noVer","E7","S",0.62962962962963,0.796296296296296,1,0.185185185185185,0.166666666666667,NA,NA,0,0.790697674418605
"363","106","Rspan.names.short","E11names","D",0.462962962962963,0.740740740740741,1,0.314814814814815,0.277777777777778,NA,NA,0,0.625
"364","106","Rspan.names.short","E11names","S",0.592592592592593,0.814814814814815,1,0.185185185185185,0.222222222222222,NA,NA,0,0.727272727272727
"365","106","spOspan.noVer","E7","D",0.944444444444444,0.944444444444444,1,0.0185185185185185,0,NA,NA,0,1
"366","106","spOspan.noVer","E7","S",0.87037037037037,0.925925925925926,1,0.037037037037037,0.0555555555555556,NA,NA,0,0.94
"367","107","Rspan.names.short","E11names","D",0.351851851851852,0.555555555555556,1,0.407407407407407,0.203703703703704,NA,NA,0.0185185185185185,0.633333333333333
"368","107","Rspan.names.short","E11names","S",0.314814814814815,0.592592592592593,1,0.407407407407407,0.277777777777778,NA,NA,0,0.53125
"369","108","Rspan.names.short","E11names","D",0.777777777777778,0.851851851851852,1,0.12962962962963,0.0740740740740741,NA,NA,0,0.91304347826087
"370","108","Rspan.names.short","E11names","S",0.87037037037037,0.888888888888889,1,0.0925925925925926,0.0185185185185185,NA,NA,0,0.979166666666667
"371","109","Rspan.names.short","E11names","D",0.518518518518518,0.648148148148148,1,0.277777777777778,0.12962962962963,NA,NA,0,0.8
"372","109","Rspan.names.short","E11names","S",0.62962962962963,0.777777777777778,1,0.222222222222222,0.148148148148148,NA,NA,0,0.80952380952381
"373","109","spOspan.noVer","E7","D",0.925925925925926,0.944444444444444,1,0.0555555555555556,0.0185185185185185,NA,NA,0,0.980392156862745
"374","109","spOspan.noVer","E7","S",0.87037037037037,0.925925925925926,1,0.0555555555555556,0.0555555555555556,NA,NA,0,0.94
"375","110","Rspan.names.short","E11names","D",0.574074074074074,0.666666666666667,1,0.314814814814815,0.0925925925925926,NA,NA,0.0185185185185185,0.861111111111111
"376","110","Rspan.names.short","E11names","S",0.666666666666667,0.777777777777778,1,0.203703703703704,0.111111111111111,NA,NA,0,0.857142857142857
"377","111","Ospan.scram.noVer","E10oscram","D",0.685185185185185,0.759259259259259,1,0.222222222222222,0.0740740740740741,NA,NA,0,0.902439024390244
"378","111","Ospan.scram.noVer","E10oscram","S",0.925925925925926,0.962962962962963,1,0.0185185185185185,0.037037037037037,NA,NA,0,0.961538461538462
"379","111","Rspan.names.long","E11names","D",0.685185185185185,0.814814814814815,1,0.148148148148148,0.12962962962963,NA,NA,0.037037037037037,0.840909090909091
"380","111","Rspan.names.long","E11names","S",0.777777777777778,0.851851851851852,1,0.0740740740740741,0.0740740740740741,NA,NA,0,0.91304347826087
"381","111","spOspan.noVer","E7","D",0.648148148148148,0.814814814814815,1,0.148148148148148,0.166666666666667,NA,NA,0.037037037037037,0.795454545454546
"382","111","spOspan.noVer","E7","S",0.555555555555556,0.759259259259259,1,0.222222222222222,0.203703703703704,NA,NA,0,0.731707317073171
"383","112","R.scramb","E7","D",0.648148148148148,0.685185185185185,1,0.259259259259259,0.037037037037037,NA,NA,0,0.945945945945946
"384","112","R.scramb","E7","S",0.592592592592593,0.777777777777778,1,0.222222222222222,0.185185185185185,NA,NA,0,0.761904761904762
"385","112","Rspan.names.short","E11names","D",0.351851851851852,0.481481481481481,1,0.518518518518518,0.12962962962963,NA,NA,0,0.730769230769231
"386","112","Rspan.names.short","E11names","S",0.555555555555556,0.703703703703704,1,0.296296296296296,0.148148148148148,NA,NA,0,0.789473684210526
"387","114","spOspan.noVer","E7","D",0.62962962962963,0.814814814814815,1,0.185185185185185,0.185185185185185,NA,NA,0,0.772727272727273
"388","114","spOspan.noVer","E7","S",0.574074074074074,0.722222222222222,1,0.277777777777778,0.148148148148148,NA,NA,0,0.794871794871795
"389","201","Ospan.scram.noVer","E10oscram","D",0.407407407407407,0.537037037037037,1,0.444444444444444,0.12962962962963,NA,NA,0.0185185185185185,0.758620689655172
"390","201","Ospan.scram.noVer","E10oscram","S",0.481481481481481,0.740740740740741,1,0.203703703703704,0.259259259259259,NA,NA,0,0.65
"391","202","Ospan.scram.noVer","E10oscram","D",0.796296296296296,0.814814814814815,1,0.166666666666667,0.0185185185185185,NA,NA,0.0185185185185185,0.977272727272727
"392","202","Ospan.scram.noVer","E10oscram","S",0.722222222222222,0.833333333333333,1,0.166666666666667,0.111111111111111,NA,NA,0,0.866666666666667
"393","203","Ospan.scram.noVer","E10oscram","D",0.388888888888889,0.537037037037037,1,0.37037037037037,0.148148148148148,NA,NA,0.0555555555555556,0.724137931034483
"394","203","Ospan.scram.noVer","E10oscram","S",0.259259259259259,0.592592592592593,1,0.314814814814815,0.333333333333333,NA,NA,0,0.4375
"395","204","Ospan.scram.noVer","E10oscram","D",0.981481481481482,0.981481481481482,1,0.0185185185185185,0,NA,NA,0,1
"396","204","Ospan.scram.noVer","E10oscram","S",0.907407407407407,0.944444444444444,1,0.0555555555555556,0.037037037037037,NA,NA,0,0.96078431372549
"397","205","Ospan.scram.noVer","E10oscram","D",0.833333333333333,0.87037037037037,1,0.12962962962963,0.037037037037037,NA,NA,0,0.957446808510638
"398","205","Ospan.scram.noVer","E10oscram","S",0.851851851851852,0.907407407407407,1,0.0925925925925926,0.0555555555555556,NA,NA,0,0.938775510204082
"399","206","Ospan.scram.noVer","E10oscram","D",0.555555555555556,0.740740740740741,1,0.240740740740741,0.185185185185185,NA,NA,0.0185185185185185,0.75
"400","206","Ospan.scram.noVer","E10oscram","S",0.537037037037037,0.759259259259259,1,0.222222222222222,0.222222222222222,NA,NA,0,0.707317073170732
"401","1068","Ospan.scram.noVer","E10oscram","D",0.87037037037037,0.925925925925926,1,0.0740740740740741,0.0555555555555556,NA,NA,0,0.94
"402","1068","Ospan.scram.noVer","E10oscram","S",0.685185185185185,0.759259259259259,1,0.240740740740741,0.0740740740740741,NA,NA,0,0.902439024390244
"403","1069","Ospan.scram.noVer","E10oscram","D",0.851851851851852,0.907407407407407,1,0.0555555555555556,0.0555555555555556,NA,NA,0,0.938775510204082
"404","1069","Ospan.scram.noVer","E10oscram","S",0.888888888888889,0.981481481481482,1,0.0185185185185185,0.0925925925925926,NA,NA,0,0.90566037735849
